LoanID,StringID,Product,CustomerGender,Location,Region,TotalPrice,StartDate,Deposit,DailyRate,TotalDaysYr,AmtPaid36,AmtPaid60,AmtPaid360,LoanStatus
973,LoanID_973,Product B,Male,Location 6,Region 2,22950,17/07/2019,5000,55,365,5850,7142,22267,Finished Payment
974,LoanID_974,Product A,Male,Location 384,Region 6,22950,23/07/2019,5000,55,365,5300,7092,22267,Finished Payment
975,LoanID_975,Product B,Female,Location 29,Region 6,17300,29/03/2019,2200,45,365,5130,6462,16617,Finished Payment
976,LoanID_976,Product C,Male,Location 25,Region 6,16300,06/07/2016,1000,45,365,2050,3742,15617,Finished Payment
977,LoanID_977,Product B,Male,Location 80,Region 2,20950,12/01/2018,2200,55,365,6351,7443,20267,Finished Payment
978,LoanID_978,Product D,Female,Location 62,Region 6,16300,29/09/2016,1000,45,365,2050,3542,15617,Finished Payment
979,LoanID_979,Product B,Female,Location 41,Region 6,55325,07/07/2020,8000,120,365,12851,17143,54642,Finished Payment
980,LoanID_980,Product A,Male,Location 113,Region 6,20950,15/04/2017,2200,55,365,3850,5142,20267,Finished Payment
981,LoanID_981,Product A,Female,Location 111,Region 6,17300,11/01/2019,2200,45,365,7290,10742,16617,Finished Payment
982,LoanID_982,Product A,Female,Location 53,Region 6,20950,01/05/2017,2200,55,365,4851,5143,20267,Finished Payment
983,LoanID_983,Product C,Male,Location 44,Region 3,,08/11/2018,2200,45,365,3268,4760,16617,Finished Payment
984,LoanID_984,Product A,Male,Location 94,Region 6,20950,13/04/2017,2200,55,365,3351,5643,20267,Finished Payment
985,LoanID_985,Product A,Male,Location 171,Region 3,17300,02/10/2018,2200,45,365,9251,9543,16617,Finished Payment
986,LoanID_986,Product B,NotSpecified,Location 464,Region 6,17300,25/04/2018,2200,45,365,3251,4743,16617,Finished Payment
987,LoanID_987,Product D,Male,Location 22,Region 3,17300,10/05/2018,2200,45,365,4351,7643,16617,Finished Payment
988,LoanID_988,Product B,Male,Location 26,Region 4,17300,05/05/2018,2200,45,365,3251,4743,16617,Finished Payment
989,LoanID_989,Product B,NotSpecified,Location 143,Region 3,20950,25/10/2017,2200,55,365,3601,5393,20267,Finished Payment
990,LoanID_990,Product A,Male,Location 353,Region 6,17300,25/07/2018,2200,45,365,3251,4403,16617,Finished Payment
991,LoanID_991,Product A,Male,Location 60,Region 5,17300,25/08/2018,2200,45,365,3531,5023,16617,Finished Payment
992,LoanID_992,Product B,Male,Location 44,Region 17,17300,06/02/2018,2200,45,365,4931,5223,16617,Finished Payment
993,LoanID_993,Product B,Female,Location 58,Region 1,16300,26/11/2016,1000,45,365,2970,4102,15617,Finished Payment
994,LoanID_994,Product B,Male,Location 39,Region 6,16300,02/04/2016,1000,45,365,2150,3567,15617,Finished Payment
995,LoanID_995,Product C,Male,Location 350,Region 2,17300,13/02/2018,2200,45,365,3450,4589,16617,Finished Payment
996,LoanID_996,Product B,NotSpecified,Location 45,Region 2,16300,07/01/2017,1000,45,365,2070,3582,15617,Finished Payment
997,LoanID_997,Product C,Male,Location 29,Region 6,22950,13/09/2019,5000,55,365,10350,10642,22267,Finished Payment
998,LoanID_998,Product A,Male,Location 106,Region 7,17300,18/07/2018,2200,45,365,5651,5943,16617,Finished Payment
999,LoanID_999,Product D,Female,Location 53,Region 1,17300,01/03/2018,2200,45,365,3190,4832,16617,Finished Payment
1000,LoanID_1000,Product B,Male,Location 3,Region 6,17300,20/10/2018,2200,45,365,2931,4103,16617,Finished Payment
1001,LoanID_1001,Product D,Female,Location 73,Region 2,22950,21/08/2019,5000,55,365,5150,7192,22267,Finished Payment
1002,LoanID_1002,Product A,Male,Location 29,Region 6,16300,05/04/2017,1000,45,365,2450,3742,15617,
1003,LoanID_1003,Product C,Female,Location 86,Region 2,17300,01/10/2018,2200,45,365,2890,4342,16617,Finished Payment
1004,LoanID_1004,Product B,Male,Location 62,Region 2,16300,21/06/2016,1000,45,365,1970,3582,15617,Finished Payment
1005,LoanID_1005,Product B,Male,Location 61,Region 1,20950,12/12/2017,2200,55,365,6101,7893,20267,Finished Payment
1006,LoanID_1006,Product B,Male,Location 197,Region 6,17300,01/05/2018,2200,45,365,4450,7142,16617,Finished Payment
1007,LoanID_1007,Product C,NotSpecified,Location 91,Region 1,17300,01/03/2019,2200,45,365,3331,4523,16617,Finished Payment
1008,LoanID_1008,Product B,Male,Location 111,Region 3,17300,29/06/2018,2200,45,365,8051,8743,16617,Finished Payment
1009,LoanID_1009,Product C,Male,Location 13,Region 2,20950,20/07/2017,2200,55,365,3850,5142,20267,Finished Payment
1010,LoanID_1010,Product A,Male,Location 22,Region 1,20950,18/11/2017,2200,55,365,5950,7492,20267,Finished Payment
1011,LoanID_1011,Product A,Male,Location 10,Region 1,20950,11/01/2018,2200,55,365,6001,8493,20267,Finished Payment
1012,LoanID_1012,Product A,Male,Location 50,Region 2,20950,18/04/2017,2200,55,365,3750,5442,20267,Finished Payment
1013,LoanID_1013,Product A,NotSpecified,Location 143,Region 2,22950,11/09/2019,5000,55,365,5250,6942,22267,Finished Payment
1014,LoanID_1014,Product A,Male,Location 44,Region 6,16300,18/09/2016,1000,45,365,2350,3642,15617,Finished Payment
1015,LoanID_1015,Product B,Male,Location 46,Region 4,22950,04/06/2019,5000,55,365,5400,7442,22267,Finished Payment
1016,LoanID_1016,Product A,Female,Location 69,Region 5,16300,24/12/2016,1000,45,365,2170,3542,15617,Finished Payment
1017,LoanID_1017,Product E,Male,Location 44,Region 5,17300,27/07/2018,2200,45,365,3310,5402,16617,Finished Payment
1018,LoanID_1018,Product E,Female,Location 23,Region 7,17300,10/05/2019,2200,45,365,4401,4693,16617,Finished Payment
1019,LoanID_1019,Product B,Male,Location 8,Region 3,16300,21/02/2017,1000,45,365,2010,3502,15617,Finished Payment
1020,LoanID_1020,Product A,Male,Location 57,Region 2,55325,06/02/2020,8000,120,365,15101,18893,54642,Finished Payment
1021,LoanID_1021,Product A,Male,Location 576,Region 6,,04/02/2017,1000,45,365,2230,4022,15617,Finished Payment
1022,LoanID_1022,Product A,Male,Location 6,Region 4,16300,07/12/2016,1000,45,365,2050,3982,15617,Finished Payment
1023,LoanID_1023,Product A,Male,Location 25,Region 1,16300,01/02/2017,1000,45,365,1450,3182,15617,Finished Payment
1024,LoanID_1024,Product C,Male,Location 22,Region 3,17300,09/04/2019,2200,45,365,3251,4943,16617,Finished Payment
1025,LoanID_1025,Product A,Male,Location 47,Region 3,17300,07/03/2019,2200,45,365,3291,4683,16617,Finished Payment
1026,LoanID_1026,Product B,Female,Location 84,Region 6,16300,25/09/2016,1000,45,365,2330,3742,15617,Finished Payment
1027,LoanID_1027,Product A,Female,Location 139,Region 1,17300,27/03/2019,2200,45,365,3251,4743,16617,Finished Payment
1028,LoanID_1028,Product D,Male,Location 113,Region 4,20950,23/03/2017,2200,55,365,3251,4943,20267,Finished Payment
1029,LoanID_1029,Product A,NotSpecified,Location 105,Region 5,16300,01/11/2016,1000,45,365,2370,3882,15617,Finished Payment
1030,LoanID_1030,Product B,Male,Location 2,Region 1,22950,29/03/2020,5000,55,365,7200,7492,22267,Finished Payment
1031,LoanID_1031,Product A,Female,Location 125,Region 2,22950,31/05/2020,5000,55,365,6200,7192,22267,Finished Payment
1032,LoanID_1032,Product A,Male,Location 30,Region 5,17300,27/02/2018,2200,45,365,3550,5342,16617,Finished Payment
1033,LoanID_1033,Product B,Male,Location 19,Region 7,20950,28/04/2017,2200,55,365,5851,8143,20267,Finished Payment
1034,LoanID_1034,Product D,Male,Location 181,Region 3,55325,18/01/2020,8000,120,365,15851,20143,54642,Finished Payment
1035,LoanID_1035,Product B,Female,Location 87,Region 6,17300,21/11/2018,2200,45,365,4471,4763,16617,Finished Payment
1036,LoanID_1036,Product B,Female,Location 30,Region 6,20950,02/05/2017,2200,55,365,3551,5343,20267,Finished Payment
1037,LoanID_1037,Product D,Male,Location 60,Region 2,17300,17/05/2018,2200,45,365,2990,4482,16617,Finished Payment
1038,LoanID_1038,Product A,Female,Location 4,Region 6,17300,26/12/2018,2200,45,365,2931,4483,16617,Finished Payment
1039,LoanID_1039,Product B,Male,Location 73,Region 6,17300,29/12/2018,2200,45,365,3251,4743,16617,Finished Payment
1040,LoanID_1040,Product A,Male,Location 82,Region 1,,28/03/2018,2200,45,365,4090,5582,16617,Finished Payment
1041,LoanID_1041,Product A,NotSpecified,Location 11,Region 4,17300,26/04/2018,2200,45,365,4051,5143,16617,Finished Payment
1042,LoanID_1042,Product B,Female,Location 26,Region 6,16300,25/10/2016,1000,45,365,1930,3462,15617,Finished Payment
1043,LoanID_1043,Product A,NotSpecified,Location 94,Region 6,17300,15/05/2019,2200,45,365,4451,4743,16617,Finished Payment
